Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genres,Country,Language,Runtime,Genres,,,,,,,
Kickboxer: Retaliation,2018,18+,5,92%,1,0,0,0,0,"Action,Drama",United States,English,110,Action,Drama,,,,,,
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,7.7,92%,1,0,0,0,0,"Documentary,Biography,History,Music",United States,English,142,Documentary,Biography,History,Music,,,,
WHAT DID JACK DO?,2017,16+,6.5,92%,1,0,0,0,0,"Short,Comedy,Crime,Drama,Fantasy,Music,Mystery,Thriller",United States,English,17,Short,Comedy,Crime,Drama,Fantasy,Music,Mystery,Thriller
And Breathe Normally,2018,16+,6.8,92%,1,0,0,0,0,Drama,"Iceland,Sweden,Belgium","Icelandic,English",95,Drama,,,,,,,
The Cabin in the Woods,2012,18+,7,92%,0,1,1,0,0,Horror,United States,"English,Japanese",95,Horror,,,,,,,
Risky Business,1983,18+,6.8,92%,0,1,0,0,0,"Comedy,Crime,Drama,Romance",United States,"English,German",99,Comedy,Crime,Drama,Romance,,,,
Monos,2019,18+,7.1,92%,0,1,0,0,0,"Adventure,Drama,Thriller","Colombia,Argentina,Netherlands,Germany,Sweden,Uruguay,United States,Switzerland,Denmark,France","Spanish,English",102,Adventure,Drama,Thriller,,,,,
Wild Rose,2019,18+,7.2,92%,0,1,0,0,0,"Comedy,Drama,Music","United Kingdom,United States,Canada",English,101,Comedy,Drama,Music,,,,,
Bad Company,1972,7+,7,92%,0,1,1,0,0,"Horror,Thriller",United States,English,84,Horror,Thriller,,,,,,
In Search of Greatness,2018,13+,6.6,92%,0,1,0,0,0,Documentary,United States,English,77,Documentary,,,,,,,
"Nico, 1988",2017,18+,6.7,92%,0,1,0,0,0,"Biography,Drama,Music","Italy,Belgium","English,German,Czech,French",93,Biography,Drama,Music,,,,,
The Avengers,2012,13+,8,92%,0,0,1,1,0,"Action,Adventure,Sci-Fi",United States,"English,Russian,Hindi",143,Action,Adventure,Sci-Fi,,,,,
Amores Perros,2000,18+,8.1,92%,0,0,1,0,0,"Drama,Thriller",Mexico,Spanish,154,Drama,Thriller,,,,,,
Logan Lucky,2017,13+,7,92%,0,0,1,0,0,"Comedy,Crime,Drama","United States,China",English,118,Comedy,Crime,Drama,,,,,
Inside Llewyn Davis,2013,18+,7.5,92%,0,0,1,0,0,"Comedy,Drama,Music","United States,United Kingdom,France",English,104,Comedy,Drama,Music,,,,,
Grizzly Man,2005,18+,7.8,92%,0,0,1,0,0,"Documentary,Biography",United States,English,103,Documentary,Biography,,,,,,
Veer-Zaara,2004,7+,7.8,92%,0,0,1,0,0,"Drama,Family,Musical,Romance",India,Hindi,192,Drama,Family,Musical,Romance,,,,
The Return of the Living Dead,1985,18+,7.3,92%,0,0,1,0,0,"Comedy,Horror,Sci-Fi",United States,English,91,Comedy,Horror,Sci-Fi,,,,,
Fist of Fury,1972,18+,7.4,92%,0,0,1,0,0,"Action,Drama,Romance,Thriller",Hong Kong,"Mandarin,Cantonese,English",106,Action,Drama,Romance,Thriller,,,,
Gia,1998,18+,7,92%,0,0,1,0,0,"Biography,Drama,Romance",United States,"English,German,French",120,Biography,Drama,Romance,,,,,
A Prayer Before Dawn,2018,18+,6.9,92%,0,0,1,0,0,"Biography,Crime,Drama,Sport,Thriller","United Kingdom,France,China,Cambodia,United States,Germany","English,Thai",116,Biography,Crime,Drama,Sport,Thriller,,,
Transsiberian,2008,18+,6.7,92%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller","United Kingdom,Germany,Spain,Lithuania","English,Russian,Spanish,Mandarin,French",111,Crime,Drama,Mystery,Thriller,,,,
Dhoom 2,2006,13+,6.5,92%,0,0,1,0,0,"Action,Thriller",India,"Hindi,Urdu,English,Telugu",152,Action,Thriller,,,,,,
Journey's End,2017,18+,6.6,92%,0,0,1,0,0,"Drama,War",United Kingdom,"English,German,French",107,Drama,War,,,,,,
Suburbia,1984,18+,7,92%,0,0,1,0,0,"Drama,Thriller",United States,English,94,Drama,Thriller,,,,,,
The Laramie Project,2002,16+,7.2,92%,0,0,1,0,0,"Crime,Drama,History",United States,English,97,Crime,Drama,History,,,,,
Still Mine,2012,13+,7.4,92%,0,0,1,0,0,Drama,Canada,English,102,Drama,,,,,,,
After Tiller,2013,13+,7.5,92%,0,0,1,0,0,"Documentary,Biography,Drama,News",United States,English,85,Documentary,Biography,Drama,News,,,,
James White,2015,18+,7.1,92%,0,0,1,0,0,Drama,United States,English,85,Drama,,,,,,,
In the Soup,1992,18+,7.1,92%,0,0,1,0,0,"Comedy,Drama","United States,France,Germany,Japan,Italy,Spain",English,93,Comedy,Drama,,,,,,
Ray Harryhausen: Special Effects Titan,2011,7+,7.5,92%,0,0,1,0,0,"Documentary,Biography",France,English,90,Documentary,Biography,,,,,,
A Vigilante,2018,18+,5.6,92%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller",United States,English,91,Crime,Drama,Mystery,Thriller,,,,
A Quiet Passion,2016,13+,6.4,92%,0,0,1,0,0,"Biography,Drama","United Kingdom,Belgium,United States,Canada",English,125,Biography,Drama,,,,,,
Every Little Step,2008,13+,7.5,92%,0,0,1,0,0,"Documentary,Music",United States,English,96,Documentary,Music,,,,,,
The Bullet Vanishes,2012,13+,6.6,92%,0,0,1,0,0,"Action,Adventure,Drama,Mystery,Thriller","China,Hong Kong","Mandarin,Cantonese",108,Action,Adventure,Drama,Mystery,Thriller,,,
Wreckers,2011,18+,6,92%,0,0,1,0,0,Drama,United Kingdom,English,85,Drama,,,,,,,
The Front Page,1931,7+,6.7,92%,0,0,1,0,0,Comedy,United States,English,101,Comedy,,,,,,,
Catch Me Daddy,2015,18+,6.3,92%,0,0,1,0,0,"Drama,Thriller",United Kingdom,"English,Urdu",112,Drama,Thriller,,,,,,
The Window,2008,18+,6.7,92%,0,0,1,0,0,"Drama,Film-Noir,Thriller",United States,English,73,Drama,Film-Noir,Thriller,,,,,
Spettacolo,2017,7+,6.6,92%,0,0,1,0,0,Documentary,United States,Italian,91,Documentary,,,,,,,
Star Wars: A New Hope,1977,7+,8.6,92%,0,0,0,1,0,"Action,Adventure,Fantasy,Sci-Fi",United States,English,121,Action,Adventure,Fantasy,Sci-Fi,,,,
A Bug's Life,1998,all,7.2,92%,0,0,0,1,0,"Animation,Adventure,Comedy,Family",United States,English,95,Animation,Adventure,Comedy,Family,,,,
Penguins,2019,all,7,92%,0,0,0,1,0,"Documentary,Family",United States,English,76,Documentary,Family,,,,,,
Room,2015,18+,8.1,93%,1,0,0,0,0,"Drama,Thriller","Ireland,Canada,United Kingdom,United States",English,118,Drama,Thriller,,,,,,
Dallas Buyers Club,2013,18+,8,93%,1,0,0,0,0,"Biography,Drama",United States,"English,Japanese",117,Biography,Drama,,,,,,
Senna,2010,13+,8.5,93%,1,0,0,0,0,"Documentary,Biography,Sport","United Kingdom,France,United States","English,Portuguese,French,Japanese",106,Documentary,Biography,Sport,,,,,
Hugo,2011,7+,7.5,93%,1,0,0,0,0,"Drama,Family,Fantasy,Mystery","United Kingdom,United States,France",English,126,Drama,Family,Fantasy,Mystery,,,,
Icarus,2017,18+,7.9,93%,1,0,0,0,0,"Documentary,Sport,Thriller",United States,"English,Russian",120,Documentary,Sport,Thriller,,,,,
The Little Prince,2015,7+,7.7,93%,1,0,0,0,0,"Animation,Adventure,Drama,Family,Fantasy","France,Canada,Italy,United States",English,108,Animation,Adventure,Drama,Family,Fantasy,,,
Miss Americana,2020,18+,7.4,93%,1,0,0,0,0,Documentary,United States,English,85,Documentary,,,,,,,
The Death of Mr. Lazarescu,2005,18+,7.9,93%,1,0,0,0,0,"Comedy,Drama",Romania,Romanian,153,Comedy,Drama,,,,,,
The Meyerowitz Stories (New and Selected),2017,18+,6.9,93%,1,0,0,0,0,"Comedy,Drama",United States,English,112,Comedy,Drama,,,,,,
Boy & the World,2014,7+,7.6,93%,1,0,0,0,0,"Animation,Adventure,Family",Brazil,Portuguese,80,Animation,Adventure,Family,,,,,
Calibre,2018,18+,6.7,93%,1,0,0,0,0,"Drama,Thriller",United Kingdom,English,101,Drama,Thriller,,,,,,
Cam,2018,18+,5.9,93%,1,0,0,0,0,"Horror,Mystery,Thriller",United States,English,94,Horror,Mystery,Thriller,,,,,
Uncorked,2020,13+,6.1,93%,1,0,0,0,0,Drama,United States,English,104,Drama,,,,,,,
Neruda,2016,18+,6.9,93%,1,0,0,0,0,"Biography,Crime,Drama,History,Thriller","Chile,Argentina,France,Spain,United States","Spanish,French,Dutch,Mapudungun",107,Biography,Crime,Drama,History,Thriller,,,
We the Animals,2018,18+,6.9,93%,1,0,0,0,0,Drama,United States,English,94,Drama,,,,,,,
Dukhtar,2014,7+,7,93%,1,0,0,0,0,"Drama,Thriller","Pakistan,Norway,United States","Urdu,Pushto",93,Drama,Thriller,,,,,,
Miss Hokusai,2015,13+,6.7,93%,1,0,0,0,0,"Animation,Biography,Drama,History",Japan,Japanese,93,Animation,Biography,Drama,History,,,,
Joshua: Teenager vs. Superpower,2017,16+,7,93%,1,0,0,0,0,Documentary,United States,"English,Cantonese",79,Documentary,,,,,,,
50/50,2011,18+,7.6,93%,0,1,0,0,0,"Comedy,Drama,Romance",United States,English,100,Comedy,Drama,Romance,,,,,
Heathers,1989,18+,7.2,93%,0,1,1,0,0,"Comedy,Crime",United States,English,103,Comedy,Crime,,,,,,
Fighting with My Family,2019,13+,7.1,93%,0,1,1,0,0,"Biography,Comedy,Drama,Sport","United Kingdom,United States,Mexico",English,108,Biography,Comedy,Drama,Sport,,,,
The Host,2006,18+,7.1,93%,0,1,0,0,0,"Action,Drama,Horror,Sci-Fi",South Korea,"Korean,English",120,Action,Drama,Horror,Sci-Fi,,,,
Nobody Knows,2004,13+,8.1,93%,0,1,0,0,0,Drama,Japan,Japanese,141,Drama,,,,,,,
Ninja Scroll,1993,18+,7.9,93%,0,1,0,0,0,"Animation,Action,Adventure,Fantasy,Thriller",Japan,Japanese,94,Animation,Action,Adventure,Fantasy,Thriller,,,
Sorry to Bother You,2018,18+,6.9,93%,0,1,0,0,0,"Comedy,Fantasy,Sci-Fi",United States,English,112,Comedy,Fantasy,Sci-Fi,,,,,
Antz,1998,7+,6.5,93%,0,1,0,0,0,"Animation,Adventure,Comedy,Family",United States,English,83,Animation,Adventure,Comedy,Family,,,,
Best of Enemies,2015,18+,7.6,93%,0,1,0,0,0,"Documentary,Biography,History",United States,English,87,Documentary,Biography,History,,,,,
Lo and Behold: Reveries of the Connected World,2016,13+,7,93%,0,1,0,0,0,Documentary,United States,English,98,Documentary,,,,,,,
The Man Who Shot Liberty Valance,1962,13+,8.1,93%,0,0,1,0,0,"Drama,Western",United States,English,123,Drama,Western,,,,,,
Cold War,2018,18+,7.6,93%,0,0,1,0,0,"Drama,History,Music,Romance","Poland,United Kingdom,France","Polish,French,Croatian,German,Russian,Serbian,Italian",89,Drama,History,Music,Romance,,,,
Moonstruck,1987,7+,7.1,93%,0,0,1,0,0,"Comedy,Drama,Romance",United States,"English,Italian,Latin",102,Comedy,Drama,Romance,,,,,
First Reformed,2018,18+,7.1,93%,0,0,1,0,0,"Drama,Mystery,Thriller","United States,United Kingdom,Australia",English,113,Drama,Mystery,Thriller,,,,,
if....,1968,18+,7.5,93%,0,0,1,0,0,"Crime,Drama",United Kingdom,"English,Latin",111,Crime,Drama,,,,,,
The Last Black Man in San Francisco,2019,18+,7.3,93%,0,0,1,0,0,Drama,United States,English,121,Drama,,,,,,,
Invisible Life,2019,18+,7.9,93%,0,0,1,0,0,Drama,"Brazil,Germany","Portuguese,Greek",139,Drama,,,,,,,
The Tillman Story,2010,18+,7.7,93%,0,0,1,0,0,"Documentary,Biography,Mystery,War",United States,English,94,Documentary,Biography,Mystery,War,,,,
The Birth of a Nation,1915,7+,6.4,93%,0,0,1,0,0,"Drama,History,War",United States,None,195,Drama,History,War,,,,,
The Retrieval,2014,18+,6.6,93%,0,0,1,0,0,"Adventure,Drama,Western",United States,English,92,Adventure,Drama,Western,,,,,
A Farewell to Arms,1932,7+,6.5,93%,0,0,1,0,0,"Drama,Romance,War",United States,English,80,Drama,Romance,War,,,,,
Choose Me,1984,18+,6.8,93%,0,0,1,0,0,"Comedy,Drama,Romance",United States,English,106,Comedy,Drama,Romance,,,,,
Return to Homs,2013,13+,7.7,93%,0,0,1,0,0,"Documentary,Biography,History,News,War","Syria,Germany",Arabic,94,Documentary,Biography,History,News,War,,,
This Is Martin Bonner,2013,18+,6.5,93%,0,0,1,0,0,Drama,United States,English,83,Drama,,,,,,,
The Lion King,1994,all,8.5,93%,0,0,0,1,0,"Animation,Adventure,Drama,Family,Musical","United States,United Kingdom","English,Xhosa,Zulu,French,Spanish",118,Animation,Adventure,Drama,Family,Musical,,,
Avengers: Endgame,2019,13+,8.4,93%,0,0,0,1,0,"Action,Adventure,Drama,Sci-Fi",United States,"English,Japanese,Xhosa,German",181,Action,Adventure,Drama,Sci-Fi,,,,
Star Wars: The Force Awakens,2015,13+,7.9,93%,0,0,0,1,0,"Action,Adventure,Sci-Fi",United States,English,138,Action,Adventure,Sci-Fi,,,,,
Thor: Ragnarok,2017,13+,7.9,93%,0,0,0,1,0,"Action,Adventure,Comedy,Fantasy,Sci-Fi",United States,English,130,Action,Adventure,Comedy,Fantasy,Sci-Fi,,,
Lady and the Tramp,1955,all,7.3,93%,0,0,0,1,0,"Adventure,Comedy,Drama,Family,Musical,Romance",United States,English,103,Adventure,Comedy,Drama,Family,Musical,Romance,,
Queen of Katwe,2016,7+,7.4,93%,0,0,0,1,0,"Biography,Drama,Sport",United States,English,124,Biography,Drama,Sport,,,,,
The Adventures of Ichabod and Mr. Toad,1949,7+,7,93%,0,0,0,1,0,"Animation,Comedy,Family,Fantasy,Horror",United States,English,68,Animation,Comedy,Family,Fantasy,Horror,,,
Monkey Kingdom,2015,all,7.3,93%,0,0,0,1,0,Documentary,United States,English,81,Documentary,,,,,,,
Incredibles 2,2018,7+,7.6,94%,1,0,0,0,0,"Animation,Action,Adventure,Comedy,Family,Sci-Fi",United States,English,118,Animation,Action,Adventure,Comedy,Family,Sci-Fi,,
Klaus,2019,7+,8.2,94%,1,0,0,0,0,"Animation,Adventure,Comedy,Family",Spain,"English,Saami",96,Animation,Adventure,Comedy,Family,,,,
Snowpiercer,2013,18+,7.1,94%,1,0,0,0,0,"Action,Drama,Sci-Fi,Thriller",United States,English,60,Action,Drama,Sci-Fi,Thriller,,,,
The Edge of Seventeen,2016,18+,7.3,94%,1,0,0,0,0,"Comedy,Drama","United States,China",English,104,Comedy,Drama,,,,,,
"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,18+,7.7,94%,1,0,0,0,0,Documentary,"Canada,United States","East-Greenlandic,English",94,Documentary,,,,,,,
Lupin the Third: The Castle of Cagliostro,1979,7+,7.7,94%,1,0,0,0,0,"Animation,Adventure,Family,Fantasy",Japan,"Japanese,English,French",100,Animation,Adventure,Family,Fantasy,,,,
The Crying Game,1992,18+,7.2,94%,1,0,0,0,0,"Crime,Drama,Romance,Thriller","United Kingdom,Japan",English,112,Crime,Drama,Romance,Thriller,,,,
De Palma,2016,18+,7.4,94%,1,0,0,0,0,"Documentary,Biography",United States,English,110,Documentary,Biography,,,,,,
The Last Man on the Moon,2016,18+,7.4,94%,1,0,0,0,0,"Documentary,Adventure,Biography,History",United Kingdom,English,95,Documentary,Adventure,Biography,History,,,,
Spitfire,2018,7+,7.5,94%,1,0,0,0,0,Drama,United States,English,87,Drama,,,,,,,
Sweetheart,2019,13+,5.7,94%,1,0,0,0,0,"Adventure,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller",United States,English,82,Adventure,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,
Sunday's Illness,2018,13+,6.9,94%,1,0,0,0,0,Drama,Spain,"Spanish,French",113,Drama,,,,,,,
The Dark Knight,2008,13+,9,94%,0,1,0,0,0,"Action,Crime,Drama,Thriller","United States,United Kingdom","English,Mandarin",152,Action,Crime,Drama,Thriller,,,,
Tickled,2016,18+,7.6,94%,0,1,0,0,0,"Documentary,Mystery",New Zealand,English,92,Documentary,Mystery,,,,,,
Force Majeure,2014,18+,7.3,94%,0,1,0,0,0,"Comedy,Drama",United States,English,86,Comedy,Drama,,,,,,
RBG,2018,7+,7.5,94%,0,1,0,0,0,"Documentary,Biography",United States,"English,Italian,German,French",98,Documentary,Biography,,,,,,
"Life, Animated",2016,7+,7.5,94%,0,1,0,0,0,"Documentary,Comedy,Drama,Family,Fantasy,Romance",United States,English,92,Documentary,Comedy,Drama,Family,Fantasy,Romance,,
The Wrecking Crew,2008,7+,7.6,94%,0,1,0,0,0,"Action,Adventure,Comedy,Crime,Drama,Thriller",United States,English,105,Action,Adventure,Comedy,Crime,Drama,Thriller,,
Sea of Shadows,2019,13+,7.2,94%,0,1,0,0,0,"Documentary,Crime,History","Austria,Australia,Germany,United States","English,Spanish",104,Documentary,Crime,History,,,,,
Diana Vreeland: The Eye Has to Travel,2012,13+,7.5,94%,0,1,0,0,0,"Documentary,Biography",United States,"English,French,Italian",86,Documentary,Biography,,,,,,
Mike Wallace Is Here,2019,13+,7.2,94%,0,1,0,0,0,"Documentary,Biography",United States,"English,Russian,Persian",90,Documentary,Biography,,,,,,
It's a Wonderful Life,1946,7+,8.6,94%,0,0,1,0,0,"Drama,Family,Fantasy",United States,"English,French",130,Drama,Family,Fantasy,,,,,
Charade,1963,13+,7.9,94%,0,0,1,0,0,"Comedy,Mystery,Romance,Thriller",United States,"Spanish,English,French,German,Italian",113,Comedy,Mystery,Romance,Thriller,,,,
In the Heat of the Night,1967,13+,7.9,94%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller",United States,English,60,Crime,Drama,Mystery,Thriller,,,,
Chak De! India,2007,7+,8.2,94%,0,0,1,0,0,"Drama,Family,Sport",India,Hindi,153,Drama,Family,Sport,,,,,
Honey Boy,2019,18+,7.3,94%,0,0,1,0,0,Drama,United States,"English,Spanish",94,Drama,,,,,,,
Fateless,2005,18+,6.9,94%,0,0,1,0,0,"Drama,Romance,War","Hungary,Germany,United Kingdom,Israel,France,United States","Hungarian,German,English,Yiddish,Hebrew,Polish",140,Drama,Romance,War,,,,,
Janis: Little Girl Blue,2015,18+,7.4,94%,0,0,1,0,0,"Documentary,Biography,Music",United States,English,103,Documentary,Biography,Music,,,,,
Milius,2013,7+,7.5,94%,0,0,1,0,0,"Documentary,Biography,Drama",United States,English,103,Documentary,Biography,Drama,,,,,
Proof,1991,18+,7.2,94%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller",United States,English,42,Crime,Drama,Mystery,Thriller,,,,
Gimme Danger,2016,18+,7.2,94%,0,0,1,0,0,"Documentary,Music",United States,English,108,Documentary,Music,,,,,,
Casting By,2012,16+,7.6,94%,0,0,1,0,0,"Documentary,Biography",United States,English,89,Documentary,Biography,,,,,,
Neds,2010,16+,7,94%,0,0,1,0,0,Drama,"United Kingdom,France,Italy","English,Scots,Latin",124,Drama,,,,,,,
The Hanging Garden,1997,18+,6.8,94%,0,0,1,0,0,"Drama,Romance","Canada,United Kingdom",English,91,Drama,Romance,,,,,,
Chris & Don: A Love Story,2007,13+,7.5,94%,0,0,1,0,0,"Documentary,Biography,Romance",United States,English,90,Documentary,Biography,Romance,,,,,
Angels Wear White,2017,16+,7.2,94%,0,0,1,0,0,Drama,China,Mandarin,107,Drama,,,,,,,
My Kid Could Paint That,2007,13+,7.1,94%,0,0,1,0,0,"Documentary,Family,Mystery","United States,United Kingdom","English,Mandarin",82,Documentary,Family,Mystery,,,,,
Our Time Will Come,2017,13+,6.4,94%,0,0,1,0,0,"Drama,War","China,Hong Kong","Cantonese,Mandarin,Japanese",130,Drama,War,,,,,,
The Levelling,2017,18+,6.4,94%,0,0,1,0,0,Drama,United Kingdom,English,83,Drama,,,,,,,
All This Panic,2017,16+,6.8,94%,0,0,1,0,0,Documentary,United States,English,79,Documentary,,,,,,,
The Trouble with the Truth,2011,18+,5.5,94%,0,0,1,0,0,Drama,United States,English,96,Drama,,,,,,,
Star Wars: The Empire Strikes Back,1980,7+,8.7,94%,0,0,0,1,0,"Action,Adventure,Fantasy,Sci-Fi",United States,English,124,Action,Adventure,Fantasy,Sci-Fi,,,,
Finding Dory,2016,7+,7.3,94%,0,0,0,1,0,"Animation,Adventure,Comedy,Family",United States,"English,Indonesian",97,Animation,Adventure,Comedy,Family,,,,
Fantasia,1940,all,7.8,94%,0,0,0,1,0,"Animation,Family,Fantasy,Music",United States,English,125,Animation,Family,Fantasy,Music,,,,
That Darn Cat!,1965,all,6.8,94%,0,0,0,1,0,"Comedy,Crime,Family,Thriller",United States,"English,French",116,Comedy,Crime,Family,Thriller,,,,
The Pianist,2002,18+,8.5,95%,1,0,1,0,0,"Biography,Drama,Music,War","United Kingdom,France,Poland,Germany","English,German,Russian",150,Biography,Drama,Music,War,,,,
Raiders of the Lost Ark,1981,7+,8.4,95%,1,0,0,0,0,"Action,Adventure",United States,"English,German,Hebrew,Spanish,Arabic,Nepali",115,Action,Adventure,,,,,,
Taxi Driver,1976,18+,8.3,95%,1,0,0,0,0,"Crime,Drama",United States,"English,Spanish",114,Crime,Drama,,,,,,
Pan's Labyrinth,2006,18+,8.2,95%,1,0,0,0,0,"Drama,Fantasy,War","Mexico,Spain",Spanish,118,Drama,Fantasy,War,,,,,
Once Upon a Time in the West,1968,13+,8.5,95%,1,0,1,0,0,Western,"Italy,United States","Italian,English,Spanish",165,Western,,,,,,,
The King's Speech,2010,18+,8,95%,1,0,0,0,0,"Biography,Drama,History","United Kingdom,United States,Australia",English,118,Biography,Drama,History,,,,,
Her,2013,18+,8,95%,1,0,0,0,0,"Drama,Romance,Sci-Fi",United States,English,126,Drama,Romance,Sci-Fi,,,,,
Life of Brian,1979,18+,8.1,95%,1,0,0,0,0,Comedy,United Kingdom,"English,Latin",94,Comedy,,,,,,,
Marriage Story,2019,18+,8,95%,1,0,0,0,0,"Comedy,Drama,Romance","United Kingdom,United States","English,Spanish",137,Comedy,Drama,Romance,,,,,
The Artist,2011,13+,7.9,95%,1,0,0,0,0,"Comedy,Drama,Romance","France,Belgium,United States","English,French",100,Comedy,Drama,Romance,,,,,
Searching for Sugar Man,2012,13+,8.2,95%,1,0,0,0,0,"Documentary,Biography,Music","Sweden,United Kingdom,Finland",English,86,Documentary,Biography,Music,,,,,
The Evil Dead,1981,18+,7.5,95%,1,0,0,0,0,Horror,United States,English,85,Horror,,,,,,,
Lagaan: Once Upon a Time in India,2001,7+,8.1,95%,1,0,0,0,0,"Adventure,Drama,Musical,Sport",India,"Hindi,English,Awadhi,Urdu",224,Adventure,Drama,Musical,Sport,,,,
Amy,2015,18+,7.8,95%,1,0,1,1,0,Drama,United States,English,60,Drama,,,,,,,
Burning,2018,18+,7.5,95%,1,0,0,0,0,"Drama,Mystery","South Korea,Japan","Korean,English",148,Drama,Mystery,,,,,,
The Breadwinner,2017,13+,7.7,95%,1,0,0,0,0,"Animation,Drama,Family,War","Ireland,Canada,Luxembourg,United States,United Kingdom,Philippines,India",English,94,Animation,Drama,Family,War,,,,
Being Elmo: A Puppeteer's Journey,2011,7+,7.6,95%,1,0,0,0,0,Documentary,United States,English,80,Documentary,,,,,,,
Krisha,2016,18+,7.2,95%,1,0,0,0,0,Drama,United States,English,83,Drama,,,,,,,
The Half of It,2020,13+,7,95%,1,0,0,0,0,"Comedy,Romance",United States,"Spanish,Hindi,English,Mandarin,French",104,Comedy,Romance,,,,,,
Cutie and the Boxer,2013,18+,7.2,95%,1,0,0,0,0,"Documentary,Biography",United States,"English,Japanese",82,Documentary,Biography,,,,,,
Furie,2019,18+,5.8,95%,1,0,0,0,0,"Action,Drama,War","United States,China,United Kingdom","English,German",134,Action,Drama,War,,,,,
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,2018,18+,7,95%,1,0,0,0,0,Documentary,United States,English,70,Documentary,,,,,,,
Time Share,2018,18+,6,95%,1,0,0,0,0,"Drama,Horror,Mystery",Mexico,"Spanish,English",96,Drama,Horror,Mystery,,,,,
